"dt","buyer_country","buyer_region","seller_country","seller_region","logistics_provider","parcel_qty","sum_apt","sum_bwt"
"2026-01-28","PH","Central Luzon","PH","Northern Mindanao","J&T","10269","9605.79","41898.93"
"2026-01-28","PH","Calabarzon","PH","Northern Mindanao","DHL","27226","25642.64","96631.82"
"2026-01-28","MY","Kuala Lumpur","MY","Pahang","FedEx","17914","16423.39","33603.44"
"2026-01-28","TH","Chonburi","TH","Phuket","Kerry Express","20608","15898.04","87042.43"
"2026-01-28","TH","Nonthaburi","TH","Korat","Kerry Express","21494","16821.18","49638.53"
"2026-01-28","TH","Chonburi","TH","Khon Kaen","Kerry Express","10551","11521.25","31611.53"
"2026-01-28","TH","Chonburi","TH","Korat","FedEx","13601","10130.15","26714.68"
"2026-01-28","TH","Nonthaburi","TH","Nakhon Sawan","Kerry Express","10181","10481.85","23682.06"
"2026-01-28","MY","Kuala Lumpur","MY","Sabah","Ninja Van","11422","11159.4","78476.85"
"2026-01-28","PH","Northern Mindanao","PH","Bicol Region","DHL","26704","25497.69","100502.63"
"2026-01-28","TH","Uknown","TH","Surat Thani","FedEx","25218","24151.38","138268.71"
"2026-01-28","TH","Nonthaburi","TH","Unknown","Ninja Van","20097","16893.78","112535.38"
"2026-01-28","TH","Songkhla","TH","Songkhla","Kerry Express","13523","12945.08","23285.01"
"2026-01-28","TH","Songkhla","TH","Korat","Ninja Van","10758","8001.36","50001.65"
"2026-01-28","MY","","MY","Uknown","J&T","22556","17768.75","124623.85"
"2026-01-28","TH","Songkhla","TH","Khon Kaen","Ninja Van","10403","10881.61","54698.59"
"2026-01-28","TH","Songkhla","TH","BKK","J&T","21925","15436.29","85216.85"
"2026-01-28","TH","Songkhla","TH","Chiang Mai","Ninja Van","11876","12021.79","68840.87"
"2026-01-28","TH","Surat Thani","TH","Chonburi","Ninja Van","14846","11805.9","207351.69"
"2026-01-28","PH","West Visayas","PH","Bicol Region","2GO Express","16816","16612.16","38413.14"
"2026-01-28","TH","Surat Thani","TH","Nakhon Sawan","Ninja Van","10113","9530.41","43120.5"
"2026-01-28","TH","Surat Thani","TH","Chiang Mai","Ninja Van","20452","21530.48","115096.43"
"2026-01-28","TH","Surat Thani","TH","BKK","Kerry Express","7081","5527.19","31836.43"
"2026-01-28","TH","Surat Thani","TH","Nonthaburi","Ninja Van","13579","10704.39","49212.51"
"2026-01-28","ID","South Sulawesi","ID","North Sumatra","SiCepat","27220","24644.99","406481.74"
"2026-01-28","TH","BKK","TH","Nakhon Sawan","J&T","21456","19512.68","39994.96"
"2026-01-28","TH","BKK","TH","Nonthaburi","J&T","9363","6870.33","11190.47"
"2026-01-28","ID","Central Java","ID","West Java","SiCepat","20023","14844.11","55270.82"
"2026-01-28","ID","South Sulawesi","ID","West Java","Ninja Van","24423","18460.5","163493.62"
"2026-01-28","TH","BKK","TH","Chiang Mai","J&T","18073","17184.83","54005.15"
"2026-01-28","PH","Central Visayas","PH","Calabarzon","LBC Express","22477","17474.72","80727.06"
"2026-01-28","PH","Central Visayas","PH","Central Luzon","DHL","27687","21974.47","87175.59"
"2026-01-28","PH","Central Visayas","PH","Bicol Region","Ninja Van","24496","22952.32","55545.45"
"2026-01-28","TH","BKK","TH","Korat","DHL","20280","14344.93","37458.38"
"2026-01-28","PH","Central Visayas","PH","NCR","J&T","22227","17000.24","68728.35"
"2026-01-28","PH","Central Visayas","PH","Central Visayas","LBC Express","23710","21936.59","40091.85"
"2026-01-28","ID","South Sulawesi","ID","South Sulawesi","SiCepat","11647","10879.08","22581.52"
"2026-01-28","ID","South Sulawesi","ID","Central Java","SiCepat","19549","16175.79","138254.74"
"2026-01-28","ID","Central Java","ID","South Sulawesi","J&T","26236","24829.16","122180.6"
"2026-01-28","ID","Central Java","ID","Central Java","Pos Indonesia","31136","27817.76","37249.86"
"2026-01-28","TH","BKK","TH","BKK","Ninja Van","8521","6153.52","10402.41"
"2026-01-28","ID","Central Java","ID","East Java","Pos Indonesia","8832","8239.9","18546.05"
"2026-01-28","ID","South Sulawesi","ID","East Java","J&T","21927","19746.82","96816.38"
"2026-01-28","ID","Central Java","ID","Jakarta","Ninja Van","26449","20458.36","67200.7"
"2026-01-28","ID","South Sulawesi","ID","Jakarta","SiCepat","11655","8429.89","105764.31"
"2026-01-28","PH","West Visayas","PH","Central Visayas","LBC Express","17243","16381.77","37548.3"
"2026-01-28","MY","Negeri Sembilan","MY","Kuala Lumpur","Ninja Van","20842","17874.28","32565.07"
"2026-01-28","MY","Negeri Sembilan","MY","Johor","FedEx","7277","5519.37","16308.58"
"2026-01-28","PH","West Visayas","PH","Central Luzon","LBC Express","12332","11620.97","44230.14"
"2026-01-28","PH","West Visayas","PH","West Visayas","2GO Express","8842","6483.51","10969.41"
"2026-01-28","MY","Negeri Sembilan","MY","Penang","Ninja Van","19246","15676.09","53861.32"
"2026-01-28","PH","West Visayas","PH","Calabarzon","J&T","16079","12295.76","42284.64"
"2026-01-28","PH","West Visayas","PH","Northern Mindanao","J&T","25012","23750.96","55257.13"
"2026-01-28","PH","West Visayas","PH","Ilocos Region","LBC Express","27572","28973.15","116651.96"
"2026-01-28","PH","West Visayas","PH","SOCCSKSARGEN","DHL","24247","21655.17","72163.1"
"2026-01-28","MY","Selangor","MY","Johor","Pos Malaysia","18804","16003.66","48701.59"
"2026-01-28","PH","NCR","PH","Calabarzon","LBC Express","9482","7824.47","15263.73"
"2026-01-28","PH","NCR","PH","Central Luzon","Ninja Van","17623","15138.36","22884.86"
"2026-01-28","PH","","PH","Central Luzon","2GO Express","10990","9450.14","58257.65"
"2026-01-28","PH","Ilocos Region","PH","NCR","Ninja Van","26593","22736.84","57653.26"
"2026-01-28","PH","Ilocos Region","PH","","DHL","22444","20893.64","144068.46"
"2026-01-28","PH","Ilocos Region","PH","Calabarzon","DHL","25937","19698.87","56364.35"
"2026-01-28","PH","Ilocos Region","PH","Central Luzon","J&T","20392","17623.75","37075.35"
"2026-01-28","PH","Ilocos Region","PH","Northern Mindanao","J&T","10238","9552.61","55041.54"
"2026-01-28","PH","Ilocos Region","PH","SOCCSKSARGEN","J&T","12982","11531.77","79825.2"
"2026-01-28","PH","Ilocos Region","PH","Ilocos Region","J&T","19796","19148.13","30781.0"
"2026-01-28","ID","North Sumatra","ID","Riau","DHL","16917","15206.08","55845.72"
"2026-01-28","ID","North Sumatra","ID","North Sumatra","J&T","10178","9077.78","16166.16"
"2026-01-28","ID","North Sumatra","ID","East Java","J&T","20816","18389.46","198373.14"
"2026-01-28","MY","Kedah","MY","Perak","DHL","19973","20273.67","39736.81"
"2026-01-28","MY","Kedah","MY","Kuala Lumpur","Pos Malaysia","7236","6859.23","23961.99"
"2026-01-28","MY","Kedah","MY","Negeri Sembilan","Pos Malaysia","16208","14867.04","57971.74"
"2026-01-28","TH","Phuket","TH","Nakhon Sawan","Kerry Express","8075","7748.77","42498.14"
"2026-01-28","TH","Phuket","TH","Korat","Kerry Express","18728","14262.34","101012.61"
"2026-01-28","TH","Phuket","TH","Chonburi","Ninja Van","19674","15173.08","63783.47"
"2026-01-28","MY","Kedah","MY","Selangor","Ninja Van","22348","20550.27","58404.04"
"2026-01-28","MY","Kedah","MY","Penang","Pos Malaysia","23507","21161.15","45524.39"
"2026-01-28","TH","Phuket","TH","BKK","J&T","17261","12008.26","58318.01"
"2026-01-28","MY","Kedah","MY","Johor","FedEx","14520","11248.95","55968.51"
"2026-01-28","TH","Phuket","TH","Phuket","Kerry Express","15627","11374.6","24600.6"
"2026-01-28","TH","Phuket","TH","Nonthaburi","J&T","11905","8880.73","43104.49"
"2026-01-28","TH","Phuket","TH","Khon Kaen","J&T","17617","16979.27","83546.56"
"2026-01-28","MY","Kedah","MY","Kedah","J&T","22323","23953.12","33055.87"
"2026-01-28","ID","North Sumatra","ID","Bali","SiCepat","21418","18256.92","289901.99"
"2026-01-28","ID","North Sumatra","ID","Banten","Ninja Van","28150","21297.46","182444.14"
"2026-01-28","TH","Phuket","TH","Chiang Mai","J&T","9351","9051.53","48392.12"
"2026-01-28","MY","Kedah","MY","Sarawak","Ninja Van","14824","15697.39","85890.08"
"2026-01-28","ID","North Sumatra","ID","West Java","Ninja Van","18348","14371.16","141884.43"
"2026-01-28","TH","Nakhon Sawan","TH","Chiang Mai","DHL","7515","7723.47","21450.73"
"2026-01-28","TH","Nakhon Sawan","TH","Chonburi","J&T","12735","9997.66","34242.06"
"2026-01-28","TH","Nakhon Sawan","TH","Surat Thani","Kerry Express","17508","18691.11","94237.43"
"2026-01-28","TH","Nakhon Sawan","TH","Nonthaburi","Ninja Van","11743","9337.19","26190.22"
"2026-01-28","TH","Nakhon Sawan","TH","BKK","Ninja Van","12951","9649.15","30349.46"
"2026-01-28","TH","Nakhon Sawan","TH","Korat","Kerry Express","19369","15334.05","58285.85"
"2026-01-28","TH","Nakhon Sawan","TH","Khon Kaen","FedEx","21086","22226.67","58218.56"
"2026-01-28","TH","Surat Thani","TH","Phuket","Kerry Express","19881","15040.04","49468.58"
"2026-01-28","TH","Surat Thani","TH","Surat Thani","Ninja Van","24008","25139.8","37032.09"
"2026-01-28","TH","Surat Thani","TH","Songkhla","Ninja Van","19775","17601.57","47864.56"
"2026-01-28","TH","Surat Thani","TH","Khon Kaen","Ninja Van","23454","24598.66","119873.42"
"2026-01-28","PH","Central Visayas","PH","SOCCSKSARGEN","2GO Express","10734","9600.22","27435.05"
"2026-01-28","TH","BKK","TH","Chonburi","J&T","22078","16847.39","31923.44"
"2026-01-28","PH","Central Visayas","PH","","2GO Express","17623","13374.45","93669.28"
"2026-01-28","TH","BKK","TH","Khon Kaen","Ninja Van","11330","11378.56","29284.5"
"2026-01-28","TH","BKK","TH","Songkhla","Kerry Express","16046","14545.75","68904.93"
"2026-01-28","ID","Central Java","ID","Banten","Pos Indonesia","21843","17457.56","62912.63"
"2026-01-28","ID","South Sulawesi","ID","Banten","Ninja Van","21106","15963.48","153180.91"
"2026-01-28","ID","South Sulawesi","ID","Riau","J&T","15471","14252.56","159523.54"
"2026-01-28","MY","Selangor","MY","Penang","Pos Malaysia","21396","18830.94","58630.74"
"2026-01-28","MY","Selangor","MY","Perak","Ninja Van","23560","26274.51","41807.06"
"2026-01-28","MY","Selangor","MY","Kuala Lumpur","Pos Malaysia","19268","17208.65","28873.69"
"2026-01-28","MY","Selangor","MY","Selangor","FedEx","20619","16814.95","26409.25"
"2026-01-28","MY","Selangor","MY","Sarawak","FedEx","18235","16651.53","78867.95"
"2026-01-28","MY","Selangor","MY","Sabah","J&T","20843","20698.33","142411.84"
"2026-01-28","TH","Nakhon Sawan","TH","Nakhon Sawan","Ninja Van","17249","16337.36","25804.27"
"2026-01-28","TH","Nakhon Sawan","TH","Songkhla","Ninja Van","12961","11527.53","68118.51"
"2026-01-28","ID","East Java","ID","Central Java","DHL","9598","7882.58","19043.78"
"2026-01-28","ID","East Java","ID","Banten","Pos Indonesia","15993","12047.32","58315.77"
"2026-01-28","MY","Penang","MY","Negeri Sembilan","Pos Malaysia","7611","6963.23","21501.76"
"2026-01-28","ID","East Java","ID","Jakarta","SiCepat","16985","13075.77","77065.37"
"2026-01-28","MY","Penang","MY","Perak","Ninja Van","14696","16090.17","22700.28"
"2026-01-28","MY","Penang","MY","Johor","Ninja Van","9038","7399.47","5981.51"
"2026-01-28","MY","Penang","MY","Selangor","Pos Malaysia","13835","13031.34","38073.77"
"2026-01-28","ID","East Java","ID","South Sulawesi","DHL","28315","26498.29","102096.25"
"2026-01-28","MY","Penang","MY","Kuala Lumpur","Pos Malaysia","17382","15722.02","44795.2"
"2026-01-28","MY","Penang","MY","Sarawak","Pos Malaysia","8445","8574.34","55912.71"
"2026-01-28","ID","East Java","ID","Riau","SiCepat","25415","23967.46","207400.03"
"2026-01-28","MY","Penang","MY","Penang","Ninja Van","12518","10375.46","14997.03"
"2026-01-28","ID","East Java","ID","East Java","DHL","24749","21221.86","32492.03"
"2026-01-28","MY","Penang","MY","Pahang","Pos Malaysia","17384","18095.59","50847.19"
"2026-01-28","TH","Chonburi","TH","BKK","Ninja Van","16601","12084.3","23331.65"
"2026-01-28","TH","Chonburi","TH","Nonthaburi","FedEx","19333","14784.44","25843.75"
"2026-01-28","TH","Chonburi","TH","Chiang Mai","Ninja Van","12256","12345.04","41944.97"
"2026-01-28","PH","Unknown","PH",,"LBC Express","24986","21721.2","170701.37"
"2026-01-28","ID","Banten","ID","North Sumatra","Pos Indonesia","7828","7254.28","45378.03"
"2026-01-28","MY","Sabah","MY","Negeri Sembilan","J&T","20051","16954.91","158788.45"
"2026-01-28","MY","Sabah","MY","Pahang","Ninja Van","23550","23707.91","171806.47"
"2026-01-28","MY","Sabah","MY","Perak","Pos Malaysia","7315","8154.59","73558.92"
"2026-01-28","MY","Sabah","MY","Sarawak","J&T","7227","6906.34","34778.28"
"2026-01-28","MY","Sabah","MY","Sabah","Ninja Van","21776","22111.59","33501.43"
"2026-01-28","MY","Sabah","MY","Selangor","DHL","19843","16398.14","161957.88"
"2026-01-28","MY","Sabah","MY","Kuala Lumpur","Pos Malaysia","24446","21918.73","242001.53"
"2026-01-28","MY","Sabah","MY","Penang","Pos Malaysia","11459","9998.93","123347.19"
"2026-01-28","MY","Sabah","MY","Johor","Ninja Van","24067","19546.95","178109.64"
"2026-01-28","PH","Ilocos Region","PH","Bicol Region","J&T","19730","19049.65","61094.2"
"2026-01-28","PH","NCR","PH","SOCCSKSARGEN","2GO Express","15208","13779.82","67642.12"
"2026-01-28","PH","NCR","PH","NCR","Ninja Van","16272","13032.92","19749.38"
"2026-01-28","PH","NCR","PH","Bicol Region","LBC Express","29886","30124.05","79326.5"
"2026-01-28","PH","NCR","PH","West Visayas","J&T","26251","18102.25","71011.28"
"2026-01-28","PH","NCR","PH","Central Visayas","DHL","16488","13992.68","49976.33"
"2026-01-28","ID","Banten","ID","Central Java","SiCepat","10975","9396.16","38994.78"
"2026-01-28","ID","Banten","ID","Bali","Pos Indonesia","10424","9113.73","46520.18"
"2026-01-28","ID","Banten","ID","Banten","Pos Indonesia","22332","16751.67","30875.81"
"2026-01-28","ID","Banten","ID","","J&T","18567","12164.07","102563.28"
"2026-01-28","ID","Banten","ID","East Java","J&T","24767","21672.65","90875.3"
"2026-01-28","ID","Banten","ID","Jakarta","Pos Indonesia","11755","9183.08","16895.07"
"2026-01-28","ID","West Java","ID","South Sulawesi","Ninja Van","27965","27763.87","154757.16"
"2026-01-28","ID","West Java","ID","Unknown","DHL","15417","12253.25","82264.0"
"2026-01-28","ID","West Java","ID","Central Java","Ninja Van","15217","13357.61","32245.16"
"2026-01-28","ID","West Java","ID","Bali","Pos Indonesia","9609","8415.13","38321.08"
"2026-01-28","ID","West Java","ID","North Sumatra","Pos Indonesia","29190","27161.13","190986.79"
"2026-01-28","TH","Chiang Mai","TH","Nonthaburi","Kerry Express","16408","13505.65","75783.97"
"2026-01-28","TH","","TH","Uknown","Kerry Express","21003","19890.22","147353.8"
"2026-01-28","ID","West Java","ID","Banten","Ninja Van","24754","19107.21","42661.2"
"2026-01-28","ID","Bali","ID","North Sumatra","Pos Indonesia","25078","24354.19","240621.78"
"2026-01-28","TH","","TH","Songkhla","Kerry Express","17936","16967.72","124643.03"
"2026-01-28","ID","West Java","ID","Riau","Pos Indonesia","28715","27989.44","143165.13"
"2026-01-28","MY","Negeri Sembilan","MY","Negeri Sembilan","Pos Malaysia","16691","14349.84","29939.66"
"2026-01-28","MY","Negeri Sembilan","MY","Sarawak","Pos Malaysia","8484","8421.63","54532.9"
"2026-01-28","MY","Negeri Sembilan","MY","Sabah","Pos Malaysia","13690","14027.09","136216.96"
"2026-01-28","MY","Negeri Sembilan","MY","Selangor","Ninja Van","7207","6506.69","12277.51"
"2026-01-28","MY","Negeri Sembilan","MY","Kedah","FedEx","15523","14719.22","46670.5"
"2026-01-28","MY","Negeri Sembilan","MY","Perak","Pos Malaysia","23555","26946.87","68153.35"
"2026-01-28","ID","Jakarta","ID","Riau","Ninja Van","24021","24387.38","100001.69"
"2026-01-28","PH","Northern Mindanao","PH","West Visayas","2GO Express","10263","7617.14","28804.11"
"2026-01-28","PH","Northern Mindanao","PH","SOCCSKSARGEN","LBC Express","25465","23750.7","73978.4"
"2026-01-28","TH","Nonthaburi","TH","Khon Kaen","J&T","23023","23071.08","54748.32"
"2026-01-28","TH","Nonthaburi","TH","Chonburi","J&T","19516","15047.26","26908.56"
"2026-01-28","MY","Kuala Lumpur","MY","Penang","J&T","25667","21141.83","53841.69"
"2026-01-28","PH","Northern Mindanao","PH","NCR","DHL","7440","5813.62","33857.84"
"2026-01-28","PH","Northern Mindanao","PH","Central Visayas","2GO Express","9555","8648.68","22554.59"
"2026-01-28","MY","Kuala Lumpur","MY","Kedah","FedEx","14514","13982.19","33184.27"
"2026-01-28","MY","Kuala Lumpur","MY","Selangor","Ninja Van","9999","8664.78","12378.39"
"2026-01-28","TH","Nonthaburi","TH","Phuket","J&T","17360","12462.43","62724.63"
"2026-01-28","MY","Kuala Lumpur","MY","Kuala Lumpur","Pos Malaysia","23684","20766.3","36117.54"
"2026-01-28","PH","Northern Mindanao","PH","Ilocos Region","LBC Express","7888","8137.06","54719.2"
"2026-01-28","PH","Northern Mindanao","PH","Northern Mindanao","Ninja Van","10608","10823.48","15850.05"
"2026-01-28","TH","Nonthaburi","TH","Nonthaburi","Kerry Express","13808","11353.78","22053.54"
"2026-01-28","TH","Nonthaburi","TH","Surat Thani","J&T","9249","8912.86","28723.99"
"2026-01-28","TH","Nonthaburi","TH","Songkhla","Ninja Van","15884","14408.02","59487.53"
"2026-01-28","TH","Songkhla","TH","Phuket","J&T","19051","13465.02","42756.54"
"2026-01-28","MY","Kuala Lumpur","MY","Sarawak","FedEx","11352","9978.55","51548.86"
"2026-01-28","TH","Songkhla","TH","Chonburi","Ninja Van","8303","6676.98","32471.71"
"2026-01-28","TH","Songkhla","TH","Surat Thani","Kerry Express","20058","20949.05","56931.52"
"2026-01-28","MY","Pahang","MY","Sabah","Pos Malaysia","17782","19081.67","152840.64"
"2026-01-28","ID","Jakarta","ID","Jakarta","Pos Indonesia","14826","11743.1","19184.31"
"2026-01-28","TH","Chiang Mai","TH","Songkhla","J&T","14322","12363.08","87042.59"
"2026-01-28","TH","Chiang Mai","TH","BKK","DHL","17233","12323.16","60703.63"
"2026-01-28","TH","Chiang Mai","TH","Phuket","Ninja Van","12709","9123.07","73497.39"
"2026-01-28","TH","Chiang Mai","TH","Chiang Mai","Ninja Van","10684","10661.16","15468.85"
"2026-01-28","TH","Chiang Mai","TH","Korat","Kerry Express","9434","7385.75","39941.38"
"2026-01-28","TH","Chiang Mai","TH","Nakhon Sawan","Kerry Express","21432","21045.47","72573.28"
"2026-01-28","TH","Chiang Mai","TH","Chonburi","J&T","15765","11957.33","60154.34"
"2026-01-28","TH","Chiang Mai","TH","Khon Kaen","J&T","7851","7983.61","25431.09"
"2026-01-28","PH","SOCCSKSARGEN","PH","Central Luzon","DHL","25954","20613.82","156987.19"
"2026-01-28","PH","SOCCSKSARGEN","PH","Calabarzon","Ninja Van","19388","14537.76","104631.47"
"2026-01-28","TH","Khon Kaen","TH","Nakhon Sawan","Kerry Express","22248","22578.17","67864.93"
"2026-01-28","PH","SOCCSKSARGEN","PH","NCR","J&T","7458","5695.38","40251.97"
"2026-01-28","TH","Khon Kaen","TH","Phuket","Ninja Van","9534","6813.32","53805.87"
"2026-01-28","PH","SOCCSKSARGEN","PH","Northern Mindanao","DHL","25029","22508.91","59378.15"
"2026-01-28","TH","Khon Kaen","TH","Nonthaburi","Ninja Van","7458","5746.12","21262.54"
"2026-01-28","TH","Khon Kaen","TH","Songkhla","J&T","15613","13610.27","84110.78"
"2026-01-28","PH","SOCCSKSARGEN","PH","Ilocos Region","LBC Express","20749","20414.64","157041.1"
"2026-01-28","PH","SOCCSKSARGEN","PH","West Visayas","DHL","23227","16241.7","87906.5"
"2026-01-28","PH","SOCCSKSARGEN","PH","Central Visayas","DHL","23204","19162.18","76388.69"
"2026-01-28","TH","Khon Kaen","TH","BKK","J&T","19098","13557.66","51196.79"
"2026-01-28","TH","Khon Kaen","TH","Chonburi","Kerry Express","21927","18168.84","80821.4"
"2026-01-28","PH","SOCCSKSARGEN","PH","SOCCSKSARGEN","Ninja Van","11740","10519.45","18488.12"
"2026-01-28","MY","Perak","MY","Penang","Pos Malaysia","23861","20550.38","51831.99"
"2026-01-28","TH","Khon Kaen","TH","Chiang Mai","Ninja Van","14083","14716.11","45274.21"
"2026-01-28","TH","Khon Kaen","TH","Korat","J&T","22829","16501.2","45289.67"
"2026-01-28","MY","Pahang","MY","Sarawak","Pos Malaysia","19089","19512.31","106957.66"
"2026-01-28","MY","Pahang","MY","Negeri Sembilan","J&T","16181","14305.69","33771.19"
"2026-01-28","ID","Jakarta","ID","Banten","SiCepat","27343","20464.51","49220.14"
"2026-01-28","MY","Pahang","MY","Penang","J&T","17935","15277.72","48497.89"
"2026-01-28","MY","Pahang","MY","Johor","Ninja Van","8618","7176.17","19946.96"
"2026-01-28","MY","Pahang","MY","Kedah","J&T","12629","13252.86","36627.7"
"2026-01-28","ID","Jakarta","ID","Central Java","Pos Indonesia","19894","18752.91","48543.58"
"2026-01-28","ID","Jakarta","ID","South Sulawesi","SiCepat","16174","15865.73","124627.17"
"2026-01-28","MY","Pahang","MY","Perak","Pos Malaysia","16603","18730.06","44910.47"
"2026-01-28","MY","Pahang","MY","Pahang","J&T","10450","10239.22","15816.29"
"2026-01-28","ID","Jakarta","ID","West Java","Ninja Van","13164","10433.97","21304.37"
"2026-01-28","ID","Jakarta","ID","North Sumatra","Ninja Van","24100","23577.35","145850.86"
"2026-01-28","MY","Pahang","MY","Selangor","Ninja Van","9024","8482.05","19028.43"
"2026-01-28","TH","Korat","TH","Nonthaburi","J&T","13068","9977.86","23614.74"
"2026-01-28","MY","Johor","MY","Sarawak","Ninja Van","11987","11283.69","42317.43"
"2026-01-28","ID","Bali","ID","West Java","Ninja Van","18361","14738.3","80250.03"
"2026-01-28","ID","Bali","ID","Bali","Pos Indonesia","10468","9169.52","15695.01"
"2026-01-28","TH","Korat","TH","Korat","Ninja Van","19448","14770.28","24277.48"
"2026-01-28","MY","Johor","MY","Perak","Ninja Van","21901","23098.2","61520.12"
"2026-01-28","TH","Korat","TH","Songkhla","J&T","23735","20515.32","101980.57"
"2026-01-28","TH","Korat","TH","Chonburi","Ninja Van","25457","20344.39","24234.13"
"2026-01-28","TH","Korat","TH","Khon Kaen","Ninja Van","13428","14145.34","23408.7"
"2026-01-28","ID","Bali","ID","South Sulawesi","SiCepat","20560","20158.9","100505.41"
"2026-01-28","ID","Bali","ID","Central Java","J&T","12405","10746.93","43052.66"
"2026-01-28","TH","Korat","TH","BKK","J&T","8048","5989.37","15594.17"
"2026-01-28","ID","Bali","ID","Riau","Ninja Van","15629","15727.64","127719.24"
"2026-01-28","MY","Johor","MY","Penang","FedEx","23007","17075.81","71402.76"
"2026-01-28","ID","Bali","ID","East Java","Pos Indonesia","17580","16867.67","46036.35"
"2026-01-28","ID","Bali","ID","Banten","Pos Indonesia","19390","15625.27","100144.03"
"2026-01-28","MY","Johor","MY","Negeri Sembilan","J&T","21072","17039.25","40216.07"
"2026-01-28","MY","Johor","MY","Pahang","FedEx","12068","11166.38","25099.22"
"2026-01-28","MY","Johor","MY","Kedah","DHL","9846","9210.26","33232.7"
"2026-01-28","TH","Korat","TH","Phuket","J&T","16071","11181.25","69645.9"
"2026-01-28","MY","Johor","MY","Johor","Pos Malaysia","14534","12210.34","23316.77"
"2026-01-28","MY","Johor","MY","Sabah","DHL","21524","20219.51","130470.07"
"2026-01-28","MY","Johor","MY","Selangor","Pos Malaysia","17087","16075.28","47591.98"
"2026-01-28","TH","Korat","TH","Chiang Mai","Ninja Van","25895","26313.26","75443.03"
"2026-01-28","ID","Riau","ID","East Java","Ninja Van","8407","8049.67","67278.76"
"2026-01-28","MY","Sarawak","MY","Penang","DHL","10332","7889.09","60709.35"
"2026-01-28","MY","Sarawak","MY","Kedah","Pos Malaysia","21302","22798.84","158546.07"
"2026-01-28","ID","Riau","ID","Jakarta","J&T","22856","17153.64","124905.29"
"2026-01-28","MY","Sarawak","MY","Sabah","J&T","13187","12731.18","55225.7"
"2026-01-28","ID","Riau","ID","Banten","SiCepat","24693","18369.4","162482.78"
"2026-01-28","MY","Sarawak","MY","Kuala Lumpur","J&T","23502","19829.65","113537.75"
"2026-01-28","ID","Riau","ID","Bali","Ninja Van","25364","22712.2","236320.35"
"2026-01-28","MY","Sarawak","MY","Pahang","Pos Malaysia","10403","10359.29","55081.71"
"2026-01-28","ID","Riau","ID","Central Java","Pos Indonesia","20112","17668.42","141541.37"
"2026-01-28","ID","Riau","ID","South Sulawesi","SiCepat","10651","10251.38","144126.06"
"2026-01-28","MY","Sarawak","MY","Selangor","J&T","18599","16737.25","97506.16"
"2026-01-29","MY","Perak","MY","Selangor","Pos Malaysia","7694","6222.44","18857.97"
"2026-01-29","MY","Perak","MY","Pahang","Ninja Van","25212","22278.81","56781.1"
"2026-01-29","MY","Perak","MY","Penang","Pos Malaysia","10040","8235.52","21840.82"
"2026-01-29","MY","Perak","MY","Sabah","Ninja Van","18692","19590.14","137709.58"
"2026-01-29","MY","Sarawak","MY","Kuala Lumpur","Ninja Van","24278","20600.71","115259.94"
"2026-01-29","ID","Riau","ID","South Sulawesi","Ninja Van","14693","14896.76","144488.28"
"2026-01-29","MY","Sarawak","MY","Sarawak","J&T","25990","23736.77","35237.86"
"2026-01-29","ID","Riau","ID","North Sumatra","Pos Indonesia","12349","11367.2","39111.07"
"2026-01-29","ID","Riau","ID","West Java","Ninja Van","25461","21067.38","25689.88"
"2026-01-29","MY",,"MY","Unknown","FedEx","25670","14843.14","138558.39"
"2026-01-29","PH","Bicol Region","PH","Bicol Region","DHL","19477","18900.18","28645.99"
"2026-01-29","PH","Bicol Region","PH","SOCCSKSARGEN","2GO Express","20032","16274.14","82437.4"
"2026-01-29","PH","Bicol Region","PH","West Visayas","LBC Express","15728","11137.83","48006.78"
"2026-01-29","PH","Bicol Region","PH","Ilocos Region","2GO Express","22082","21041.74","65833.55"
"2026-01-29","PH","Bicol Region","PH","Northern Mindanao","Ninja Van","15678","14011.72","13437.46"
"2026-01-29","PH","Bicol Region","PH","NCR","2GO Express","24496","16697.13","61731.45"
"2026-01-29","PH","Bicol Region","PH","Central Luzon","LBC Express","13457","11525.15","46492.43"
"2026-01-29","PH","Bicol Region","PH","Calabarzon","2GO Express","8906","6325.47","21032.22"
"2026-01-29","PH","Bicol Region","PH","Central Visayas","DHL","22095","16477.48","56937.59"
"2026-01-29","PH","Northern Mindanao","PH","Central Luzon","J&T","25265","21129.64","117410.55"
"2026-01-29","PH","SOCCSKSARGEN","PH","Central Visayas","2GO Express","16741","12949.7","54833.06"
"2026-01-29","MY","Kuala Lumpur","MY","Negeri Sembilan","Ninja Van","19446","15104.12","23964.9"
"2026-01-29","TH","Nonthaburi","TH","Korat","J&T","8555","6143.63","15557.8"
"2026-01-29","MY","Kuala Lumpur","MY","Sabah","Ninja Van","17168","17194.72","110247.02"
"2026-01-29","PH","Northern Mindanao","PH","Calabarzon","LBC Express","7993","5884.78","43372.98"
"2026-01-29","MY","Uknown","MY","Penang","Ninja Van","12988","10538.33","67679.37"
"2026-01-29","MY","Kuala Lumpur","MY","Johor","Ninja Van","16505","13232.86","32778.87"
"2026-01-29","TH","Nonthaburi","TH","Nakhon Sawan","J&T","8300","7302.41","14227.33"
"2026-01-29","PH","Central Luzon","PH","SOCCSKSARGEN","J&T","19155","15133.17","82741.98"
"2026-01-29","PH","Central Luzon","PH","Ilocos Region","2GO Express","20075","20043.29","29412.5"
